cik,entityName,ticker,stateOfIncorporation,sic,sicDescription,industryCategory,fiscalYear,period,Revenues,NetIncomeLoss,OperatingIncomeLoss,Assets,Liabilities,StockholdersEquity,CashAndCashEquivalentsAtCarryingValue,ResearchAndDevelopmentExpense,OperatingCashFlow,Goodwill,IntangibleAssetsNetExcludingGoodwill,PatentsIssued,dataCompleteness,dataFreshness,yearAvailability,file_path
810509,"NAVIDEA BIOPHARMACEUTICALS, INC.",,Delaware,2839,Miscellaneous Biological and Medicinal Products ‚ùóÔ∏èReview,Biotechnology,2021,FY,531513,-11730927,-12060412,6644833,6020090,-106556,4230865,5141910,-10218155,,,,100,Standard,75,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0000810509.json
810509,"NAVIDEA BIOPHARMACEUTICALS, INC.",,Delaware,2839,Miscellaneous Biological and Medicinal Products ‚ùóÔ∏èReview,Biotechnology,2020,FY,915013,-11385580,-10711181,7758018,5711111,1315604,2670495,4930187,-8173793,,,,100,Standard,75,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0000810509.json
810509,"NAVIDEA BIOPHARMACEUTICALS, INC.",,Delaware,2839,Miscellaneous Biological and Medicinal Products ‚ùóÔ∏èReview,Biotechnology,2019,FY,657826,-10948197,-10962517,4150906,5031895,-1612292,1047159,5338267,-9354730,,,,100,Standard,75,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0000810509.json
906709,NEKTAR THERAPEUTICS,,Delaware,2839,Miscellaneous Biological and Medicinal Products ‚ùóÔ∏èReview,Biotechnology,2025,FY,10460000,-50882000,-44535000,256241000,242503000,13738000,38894000,30480000,-49053000,,,,100,Recent,75,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0000906709.json
906709,NEKTAR THERAPEUTICS,,"Massachusetts, …tats-Unis",2839,Miscellaneous Biological and Medicinal Products ‚ùóÔ∏èReview,Biotechnology,2024,FY,98427000,-118961000,-105198000,303850000,243113000,60737000,44252000,120908000,-175709000,0,,,100,Recent,83.33333333,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0000906709.json
906709,NEKTAR THERAPEUTICS,,Guernesey,2839,Miscellaneous Biological and Medicinal Products ‚ùóÔ∏èReview,Biotechnology,2023,FY,90122000,-276056000,-263684000,398033000,267046000,130987000,35277000,114162000,-192606000,0,,,100,Standard,83.33333333,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0000906709.json
906709,NEKTAR THERAPEUTICS,,Switzerland,2839,Miscellaneous Biological and Medicinal Products ‚ùóÔ∏èReview,Biotechnology,2022,FY,92055000,-368198000,-376166000,710600000,343962000,366638000,88227000,218323000,-304007000,76501000,,,100,Standard,83.33333333,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0000906709.json
906709,NEKTAR THERAPEUTICS,,…tats-Unis,2839,Miscellaneous Biological and Medicinal Products ‚ùóÔ∏èReview,Biotechnology,2021,FY,101907000,-523837000,-446103000,1117189000,437681000,679508000,25218000,400269000,-412660000,76501000,,,100,Standard,83.33333333,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0000906709.json
906709,NEKTAR THERAPEUTICS,,Massachusetts (…tats-Unis),2839,Miscellaneous Biological and Medicinal Products ‚ùóÔ∏èReview,Biotechnology,2020,FY,152915000,-444440000,-425111000,1538767000,461472000,1077295000,198955000,408678000,-313287000,76501000,,,100,Standard,83.33333333,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0000906709.json
906709,NEKTAR THERAPEUTICS,,Massachusetts,2839,Miscellaneous Biological and Medicinal Products ‚ùóÔ∏èReview,Biotechnology,2019,FY,114617000,-440667000,-440035000,1977356000,571965000,1405391000,96363000,434566000,-328681000,76501000,,,100,Standard,83.33333333,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0000906709.json
1077183,"NEOGENOMICS, INC.",,"Delaware, …tats-Unis",8730,Biotechnology Services,Biotechnology,2025,FY,,-25923000,-27825000,1601430000,713161000,888269000,346194000,10181000,-25327000,522766000,331319000,,83.33333333,Recent,83.33333333,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001077183.json
1077183,"NEOGENOMICS, INC.",,"Delaware, …tats-Unis",8730,Biotechnology Services,Biotechnology,2024,FY,,-78726000,-92106000,1638038000,735699000,902339000,367012000,31159000,7023000,522766000,339681000,,83.33333333,Recent,83.33333333,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001077183.json
1077183,"NEOGENOMICS, INC.",,"Delaware, …tats-Unis",8730,Biotechnology Services,Biotechnology,2023,FY,,-87968000,-107736000,1681229000,739692000,941537000,342488000,27309000,-1953000,522766000,373128000,,83.33333333,Standard,83.33333333,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001077183.json
1077183,"NEOGENOMICS, INC.",,Delaware,8730,Biotechnology Services,Biotechnology,2022,FY,,-144250000,-157623000,1740034000,742011000,998023000,263180000,30326000,-65993000,522766000,408260000,,83.33333333,Standard,83.33333333,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001077183.json
1077183,"NEOGENOMICS, INC.",,"Delaware, …tats-Unis",8730,Biotechnology Services,Biotechnology,2021,FY,,-8347000,-118754000,1869778000,761501000,1108277000,316827000,21873000,-26723000,527115000,442325000,,83.33333333,Standard,83.33333333,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001077183.json
1077183,"NEOGENOMICS, INC.",,Delaware,8730,Biotechnology Services,Biotechnology,2020,FY,,4172000,-13992000,988331000,294037000,694294000,228713000,8229000,1460000,211083000,120653000,,83.33333333,Standard,83.33333333,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001077183.json
1077183,"NEOGENOMICS, INC.",,Delaware,8730,Biotechnology Services,Biotechnology,2019,FY,,8006000,13006000,709506000,202098000,507408000,173016000,8487000,23369000,198601000,126640000,,83.33333333,Standard,83.33333333,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001077183.json
1694187,"NEON THERAPEUTICS, INC.",,"Delaware, …tats-Unis",5123,Wholesale Pharmaceuticals,Pharmaceuticals,2020,FY,,-16598000,-16666000,31402000,16971000,14431000,15047000,9446000,-14280000,,,,83.33333333,Standard,66.66666667,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001694187.json
1694187,"NEON THERAPEUTICS, INC.",,Delaware,5123,Wholesale Pharmaceuticals,Pharmaceuticals,2019,FY,,-79776000,-81138000,46372000,16955000,29417000,29395000,59718000,-73412000,,,,83.33333333,Standard,66.66666667,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001694187.json
1467652,"NEOS THERAPEUTICS, INC.",,Delaware,8073,Clinical Research Organizations,Biotechnology,2020,FY,40161000,-18369000,-11679000,64584000,,-20552000,12744000,4668000,-7644000,,11074000,,100,Standard,75,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001467652.json
1467652,"NEOS THERAPEUTICS, INC.",,Delaware,8073,Clinical Research Organizations,Biotechnology,2019,FY,64649000,-16902000,-10415000,90873000,,-6130000,16830000,8582000,-10783000,,12543000,,100,Standard,75,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001467652.json
1885522,"NEUMORA THERAPEUTICS, INC.",,Delaware,2839,Miscellaneous Biological and Medicinal Products,Biotechnology,2025,FY,,-67992000,-70936000,256748000,28384000,228364000,126860000,52151000,-59448000,,,,83.33333333,Recent,66.66666667,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001885522.json
1885522,"NEUMORA THERAPEUTICS, INC.",,Delaware,2839,Miscellaneous Biological and Medicinal Products,Biotechnology,2024,FY,,-243787000,-263464000,316972000,29908000,287064000,142148000,200927000,-182936000,,,,83.33333333,Recent,66.66666667,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001885522.json
1885522,"NEUMORA THERAPEUTICS, INC.",,Delaware,2839,Miscellaneous Biological and Medicinal Products,Pharmaceuticals,2023,FY,,-235925000,-252098000,496195000,27119000,469076000,374038000,142719000,-163278000,,,,83.33333333,Standard,66.66666667,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001885522.json
914475,"NEUROCRINE BIOSCIENCES, INC.",,…tats-Unis,8071,Medical Laboratories,Biotechnology,2025,FY,572600000,7900000,23600000,3687700000,1152000000,2535700000,194100000,263200000,64800000,,36400000,,100,Recent,83.33333333,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0000914475.json
914475,"NEUROCRINE BIOSCIENCES, INC.",,…tats-Unis,8071,Medical Laboratories,Biotechnology,2024,FY,2355300000,341300000,570500000,3718700000,1129000000,2589700000,233000000,731100000,595400000,5700000,36500000,,100,Recent,91.66666667,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0000914475.json
914475,"NEUROCRINE BIOSCIENCES, INC.",,Californie,8071,Medical Laboratories,Biotechnology,2023,FY,1887100000,249700000,250900000,3251400000,1019400000,2232000000,251100000,565000000,389900000,5800000,35500000,,100,Standard,91.66666667,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0000914475.json
914475,"NEUROCRINE BIOSCIENCES, INC.",,Delaware,8071,Medical Laboratories,Pharmaceuticals,2022,FY,1488700000,154500000,249000000,2368700000,660900000,1707800000,262900000,463800000,339400000,5400000,37200000,,100,Standard,91.66666667,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0000914475.json
914475,"NEUROCRINE BIOSCIENCES, INC.",,"Delaware, …tats-Unis",8071,Medical Laboratories,Biotechnology,2021,FY,1133500000,89600000,102500000,2072500000,698500000,1374000000,340800000,73200000,256500000,,,,100,Standard,75,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0000914475.json
914475,"NEUROCRINE BIOSCIENCES, INC.",,California,8071,Medical Laboratories,Biotechnology,2020,FY,1045900000,407300000,163000000,1734700000,608500000,1126200000,187100000,208300000,228500000,,,,100,Standard,75,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0000914475.json
914475,"NEUROCRINE BIOSCIENCES, INC.",,"Delaware, …tats-Unis",8071,Medical Laboratories,Biotechnology,2019,FY,788087000,37012000,72283000,1306040000,669117000,636923000,112279000,99339000,152054000,,,,100,Standard,75,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0000914475.json
1625288,"NEXIEN BIOPHARMA, INC.",,"California, …tats-Unis",5123,Wholesale Pharmaceuticals ‚ùóÔ∏èReview,Biopharmaceuticals,2025,FY,,-101568,-11636041,8285,458801,-450516,8285,0,-50898,,,,83.33333333,Recent,66.66666667,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001625288.json
1625288,"NEXIEN BIOPHARMA, INC.",,…tats-Unis,5123,Wholesale Pharmaceuticals ‚ùóÔ∏èReview,Pharmaceuticals,2024,FY,,-239113,11534473,4183,365432,-361249,4183,0,-64364,,,,83.33333333,Recent,66.66666667,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001625288.json
1625288,"NEXIEN BIOPHARMA, INC.",,Delaware,5123,Wholesale Pharmaceuticals ‚ùóÔ∏èReview,Pharmaceuticals,2023,FY,,-361902,11295360,43127,295134,-252007,35147,0,-81751,,,,83.33333333,Standard,66.66666667,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001625288.json
1625288,"NEXIEN BIOPHARMA, INC.",,Delaware,5123,Wholesale Pharmaceuticals ‚ùóÔ∏èReview,Pharmaceuticals,2022,FY,,-626357,10428812,124518,242123,-117605,3694,0,-75143,,,,83.33333333,Standard,66.66666667,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001625288.json
1625288,"NEXIEN BIOPHARMA, INC.",,Delaware,5123,Wholesale Pharmaceuticals ‚ùóÔ∏èReview,Pharmaceuticals,2021,FY,,-1859942,10307101,25541,12748,-13775,18041,,-90745,,,,66.66666667,Standard,58.33333333,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001625288.json
1625288,"NEXIEN BIOPHARMA, INC.",,…tats-Unis,5123,Wholesale Pharmaceuticals ‚ùóÔ∏èReview,Biopharmaceuticals,2020,FY,,-2671617,8447159,22786,,-6365,10786,63858,-147570,,,,83.33333333,Standard,58.33333333,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001625288.json
1625288,"NEXIEN BIOPHARMA, INC.",,Massachusetts,5123,Wholesale Pharmaceuticals ‚ùóÔ∏èReview,Pharmaceuticals,2019,FY,,-4300913,5775542,310670,,265920,146356,63858,-643383,,,,83.33333333,Standard,58.33333333,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001625288.json
1426332,NGM BIOPHARMACEUTICALS INC,,"Massachusetts, …tats-Unis",5123,Wholesale Pharmaceuticals ‚ùóÔ∏èReview,Pharmaceuticals,2023,FY,4417000,-142375000,-151463000,168868000,20230000,148638000,55816000,118040000,-132202000,,,,100,Standard,75,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001426332.json
1426332,NGM BIOPHARMACEUTICALS INC,,Delaware,5123,Wholesale Pharmaceuticals ‚ùóÔ∏èReview,Pharmaceuticals,2022,FY,55333000,-162667000,-166249000,307402000,47842000,259560000,73456000,181067000,-144439000,,,,100,Standard,75,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001426332.json
1426332,NGM BIOPHARMACEUTICALS INC,,Canada,5123,Wholesale Pharmaceuticals ‚ùóÔ∏èReview,Pharmaceuticals,2021,FY,77882000,-120335000,-120695000,402387000,66740000,335647000,151795000,161712000,-73229000,,,,100,Standard,75,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001426332.json
1426332,NGM BIOPHARMACEUTICALS INC,,Ontario,5123,Wholesale Pharmaceuticals ‚ùóÔ∏èReview,Pharmaceuticals,2020,FY,87368000,-102487000,-103833000,329043000,49000000,280043000,147017000,163972000,-83496000,,,,100,Standard,75,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001426332.json
1426332,NGM BIOPHARMACEUTICALS INC,,Canada,5123,Wholesale Pharmaceuticals ‚ùóÔ∏èReview,Pharmaceuticals,2019,FY,103544000,-42795000,-49340000,380403000,49684000,330719000,245598000,129253000,-41174000,,,,100,Standard,75,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001426332.json
1386570,"NIAGEN BIOSCIENCE, INC.",,"Utah, …tats-Unis",8732,Biological Research and Development ‚ùóÔ∏èReview,Biotechnology,2025,FY,30481000,5063000,4772000,81337000,25992000,55345000,55500000,1258000,7883000,,322000,,100,Recent,83.33333333,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001386570.json
1386570,"NIAGEN BIOSCIENCE, INC.",,Massachusetts,8732,Biological Research and Development ‚ùóÔ∏èReview,Biotechnology,2024,FY,99597000,8550000,7726000,68278000,22184000,46094000,44500000,6016000,12109000,,359000,,100,Recent,83.33333333,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001386570.json
1386570,"NIAGEN BIOSCIENCE, INC.",,"Delaware, …tats-Unis",8732,Biological Research and Development ‚ùóÔ∏èReview,Biotechnology,2023,FY,83570000,-4938000,-5599000,54964000,26508000,28456000,27200000,4958000,7117000,,510000,,100,Standard,83.33333333,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001386570.json
1386570,"NIAGEN BIOSCIENCE, INC.",,Utah,8732,Biological Research and Development ‚ùóÔ∏èReview,Biotechnology,2022,FY,72050000,-16540000,-18628000,54057000,25385000,28672000,20300000,4826000,-15098000,,671000,,100,Standard,83.33333333,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001386570.json
1386570,"NIAGEN BIOSCIENCE, INC.",,New York,8732,Biological Research and Development ‚ùóÔ∏èReview,Biotechnology,2021,FY,67449000,-27128000,-27073000,57840000,26113000,31727000,28219000,3832000,-24163000,,857000,,100,Standard,83.33333333,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001386570.json
1386570,"NIAGEN BIOSCIENCE, INC.",,Delaware,8732,Biological Research and Development ‚ùóÔ∏èReview,Biotechnology,2020,FY,59257000,-19925000,-19854000,38358000,21934000,16424000,16697000,3732000,-10600000,,1082000,,100,Standard,83.33333333,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001386570.json
1386570,"NIAGEN BIOSCIENCE, INC.",,Delaware,8732,Biological Research and Development ‚ùóÔ∏èReview,Biotechnology,2019,FY,46291000,-32147000,-31300000,40247000,19802000,20445000,18812000,4420000,-20439000,,1311000,,100,Standard,83.33333333,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001386570.json
1711675,NIGHTSTAR THERAPEUTICS PLC,,Hongrie,8730,Biotechnology Services ‚ùóÔ∏èReview,Biotechnology,2019,FY,,-16392000,-16353000,169733000,20013000,149720000,94513000,8898000,-11362000,,,,83.33333333,Standard,66.66666667,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001711675.json
1145604,"NIKA PHARMACEUTICALS,  INC.",,Delaware,5123,Wholesale Pharmaceuticals,Pharmaceuticals,2025,FY,,-12945,-12945,34988,269164,-234176,19137,,-12945,,,,66.66666667,Recent,58.33333333,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001145604.json
1145604,"NIKA PHARMACEUTICALS,  INC.",,Delaware,5123,Wholesale Pharmaceuticals,Pharmaceuticals,2024,FY,0,-95792,-95792,17934,239164,-221230,2083,,-139081,,,,83.33333333,Recent,66.66666667,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001145604.json
1145604,"NIKA PHARMACEUTICALS,  INC.",,Delaware,5123,Wholesale Pharmaceuticals,Pharmaceuticals,2023,FY,0,-64833,-64833,864,18180,-17316,864,,64833,,,,83.33333333,Standard,66.66666667,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001145604.json
1145604,"NIKA PHARMACEUTICALS,  INC.",,"Delaware, …tats-Unis",5123,Wholesale Pharmaceuticals,Pharmaceuticals,2022,FY,0,-3183715,-3183715,864,18180,-17316,864,,33715,,,,83.33333333,Standard,66.66666667,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001145604.json
1145604,"NIKA PHARMACEUTICALS,  INC.",,Delaware,5123,Wholesale Pharmaceuticals,Pharmaceuticals,2021,FY,0,-14712,-14712,399,24018,-23619,399,,-14712,,,,83.33333333,Standard,66.66666667,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001145604.json
1145604,"NIKA PHARMACEUTICALS,  INC.",,Delaware,5123,Wholesale Pharmaceuticals,Pharmaceuticals,2020,FY,,-8907,-8907,1611,10518,-8907,1611,,-8907,,,,66.66666667,Standard,58.33333333,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001145604.json
1845459,"NKGen Biotech, Inc.",,Taiwan,2831,Biotech/Genetic R&D and Commercialization,Biotechnology,2024,FY,,-14872000,-21866000,14995000,62045000,-47050000,8000,9100000,-13928000,,,,83.33333333,Recent,66.66666667,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001845459.json
1845459,"NKGen Biotech, Inc.",,Inconnu,2831,Biotech/Genetic R&D and Commercialization,Biotechnology,2023,FY,0,-82954000,-29746000,16481000,75174000,-58693000,26000,15668000,-21948000,,,,100,Standard,75,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001845459.json
1845459,"NKGen Biotech, Inc.",,CorÈe du Sud,2831,Biotech/Genetic R&D and Commercialization,Biotechnology,2022,FY,,4548351,-2740030,174366108,5372812,-4170826,635155,,-1570993,,,,66.66666667,Standard,58.33333333,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001845459.json
1845459,"NKGen Biotech, Inc.",,South Korea,2831,Biotech/Genetic R&D and Commercialization,Biotechnology,2021,FY,,-990638,-2508207,174191383,13471084,-10894701,1722506,,-1523725,,,,66.66666667,Standard,58.33333333,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001845459.json
1783036,NLS PHARMACEUTICS LTD.,,UK,5123,Wholesale Pharmaceuticals,Pharmaceuticals,2024,FY,,-1980810,-4380113,2233125,826764,1406361,1665395,422051,-4267884,,,,83.33333333,Recent,66.66666667,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001783036.json
1783036,NLS PHARMACEUTICS LTD.,,Royaume-Uni,5123,Wholesale Pharmaceuticals,Pharmaceuticals,2023,FY,,-12172029,-11807063,1846641,10680204,-8833563,897680,5908288,-9684466,,,,83.33333333,Standard,66.66666667,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001783036.json
1783036,NLS PHARMACEUTICS LTD.,,Sri Lanka,5123,Wholesale Pharmaceuticals,Pharmaceuticals,2022,FY,,-16495680,-15482364,9276643,5995804,3280839,8948400,8976643,-13879371,,,,83.33333333,Standard,66.66666667,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001783036.json
1783036,NLS PHARMACEUTICS LTD.,,…tats-Unis,5123,Wholesale Pharmaceuticals,Pharmaceuticals,2021,FY,,-11946078,-11860621,5764710,5222322,542388,5431202,5919452,-14936044,,,,83.33333333,Standard,66.66666667,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001783036.json
1783036,NLS PHARMACEUTICS LTD.,,India,5123,Wholesale Pharmaceuticals,Pharmaceuticals,2020,FY,,-2861435,-2299370,1211577,10195634,-8984057,93711,99580,-729386,,,,83.33333333,Standard,66.66666667,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001783036.json
1072379,NORTHWEST BIOTHERAPEUTICS INC,,Maryland,8730,Biotechnology Services,Biotechnology,2025,FY,375000,-19343000,-17311000,27505000,112343000,-99479000,2779000,8351000,-9418000,626000,,,100,Recent,83.33333333,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001072379.json
1072379,NORTHWEST BIOTHERAPEUTICS INC,,Delaware,8730,Biotechnology Services,Biotechnology,2024,FY,284000,-83778000,-66508000,26728000,105708000,-94487000,2175000,34888000,-57017000,626000,,,100,Recent,83.33333333,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001072379.json
1072379,NORTHWEST BIOTHERAPEUTICS INC,,"Delaware, …tats-Unis",8730,Biotechnology Services,Biotechnology,2023,FY,1932000,-62599000,-55508000,27865000,74920000,-65773000,2126000,27730000,-53637000,626000,,,100,Standard,83.33333333,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001072379.json
1072379,NORTHWEST BIOTHERAPEUTICS INC,,Delaware,8730,Biotechnology Services,Biotechnology,2022,FY,1683000,-105032000,-67181000,31323000,136366000,-128103000,6965000,35511000,-52775000,626000,,,100,Standard,83.33333333,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001072379.json
1072379,NORTHWEST BIOTHERAPEUTICS INC,,Delaware,8730,Biotechnology Services,Biotechnology,2021,FY,1005000,179126000,-52702000,40160000,164151000,-123991000,15169000,20308000,-38299000,626000,,,100,Standard,83.33333333,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001072379.json
1072379,NORTHWEST BIOTHERAPEUTICS INC,,New Jersey,8730,Biotechnology Services,Biotechnology,2020,FY,1291000,-529821000,-86605000,32899000,395847000,-362948000,9983000,33637000,-32093000,626000,,,100,Standard,83.33333333,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001072379.json
1072379,NORTHWEST BIOTHERAPEUTICS INC,,"Delaware, …tats-Unis",8730,Biotechnology Services,Biotechnology,2019,FY,2410000,-20296000,-27463000,9129000,52696000,-43567000,372000,13590000,-31859000,,,,100,Standard,75,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001072379.json
1389545,"NOVABAY PHARMACEUTICALS, INC.",,Delaware,5123,Wholesale Pharmaceuticals,Pharmaceuticals,2025,FY,,7670000,-3290000,9872000,3705000,6167000,8467000,,-1324000,,,,66.66666667,Recent,58.33333333,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001389545.json
1389545,"NOVABAY PHARMACEUTICALS, INC.",,Delaware,5123,Wholesale Pharmaceuticals,Pharmaceuticals,2024,FY,,-7223000,-5839000,3423000,3552000,-129000,430000,42000,-4211000,0,0,,83.33333333,Recent,83.33333333,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001389545.json
1389545,"NOVABAY PHARMACEUTICALS, INC.",,"Delaware, …tats-Unis",5123,Wholesale Pharmaceuticals,Pharmaceuticals,2023,FY,,-9640000,-7596000,9034000,5720000,3314000,3130000,68000,-4131000,0,0,,83.33333333,Standard,83.33333333,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001389545.json
1389545,"NOVABAY PHARMACEUTICALS, INC.",,Delaware,5123,Wholesale Pharmaceuticals,Pharmaceuticals,2022,FY,,-10608000,-14417000,16399000,5845000,10554000,5362000,174000,-6654000,348000,2280000,,83.33333333,Standard,83.33333333,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001389545.json
1389545,"NOVABAY PHARMACEUTICALS, INC.",,Delaware,5123,Wholesale Pharmaceuticals,Pharmaceuticals,2021,FY,,-5824000,-8862000,23978000,13807000,10171000,7504000,44000,-9192000,4528000,5200000,,83.33333333,Standard,83.33333333,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001389545.json
